Cod SIRUTA;Numele localitatii;Mediu;Cod judet;Numele localitatii superioare
148685;COSTISA;Rural;SV;FRATAUTII NOI
147376;COTARGASI;Rural;SV;BROSTENI
150800;COTU BAII;Rural;SV;FANTANA MARE
148480;COTU DOBEI;Rural;SV;FANTANELE
149717;COVERCA;Rural;SV;PANACI
148140;COZANESTI;Rural;SV;DORNA-ARINI
147893;CRUCEA;Rural;SV;CRUCEA
147152;CUMPARATURA;Rural;SV;BOSANCI
147278;CUNUNSCHI;Rural;SV;BRODINA
147955;DANILA;Rural;SV;DARMANESTI
147964;DARMANESTI;Rural;SV;DARMANESTI
147385;DARMOXA;Rural;SV;BROSTENI
151371;DEALU;Rural;SV;ZVORISTEA
148239;DEALU FLORENI;Rural;SV;DORNA CANDRENILOR
148747;DEIA;Rural;SV;FRUMOSU
149806;DELENI;Rural;SV;PARTESTII DE JOS
148827;DELNITA;Rural;SV;FUNDU MOLDOVEI
148836;DELUT;Rural;SV;FUNDU MOLDOVEI
149566;DEMACUSA;Rural;SV;MOLDOVITA
148015;DOLHASCA;Urban;SV;DOLHASCA
148113;DOLHESTII MICI;Rural;SV;DOLHESTI
148104;DOLHESTII-MARI;Rural;SV;DOLHESTI
148211;DORNA CANDRENILOR;Rural;SV;DORNA CANDRENILOR
148159;DORNA-ARINI;Rural;SV;DORNA-ARINI
148300;DORNESTI;Rural;SV;DORNESTI
149888;DORNISOARA;Rural;SV;POIANA STAMPEI
148649;DOROTEIA;Rural;SV;FRASIN
149726;DRAGOIASA;Rural;SV;PANACI
148364;DRAGOIESTI;Rural;SV;DRAGOIESTI
146343;DRAGOMIRNA;Rural;SV;MITOCU DRAGOMIRNEI
148756;DRAGOSA;Rural;SV;FRUMOSU
148391;DRAGUSENI;Rural;SV;DRAGUSENI
147287;DUBIUSCA;Rural;SV;BRODINA
147820;DUMBRAVA;Rural;SV;CORNU LUNCII
148998;DUMBRAVA;Rural;SV;GRANICESTI
148435;DUMBRAVENI;Rural;SV;DUMBRAVENI
150141;DUMBRAVENI;Rural;SV;RASCA
150819;DUMBRAVITA;Rural;SV;VADU MOLDOVEI
147296;EHRESTE;Rural;SV;BRODINA
147303;FALCAU;Rural;SV;BRODINA
146548;FALTICENI;Urban;SV;MUNICIPIUL FALTICENI
150828;FANTANA MARE;Rural;SV;FANTANA MARE
148462;FANTANELE;Rural;SV;FANTANELE
146842;FETESTI;Rural;SV;ADANCATA
146450;FLORINTA;Rural;SV;SCHEIA
148523;FORASTI;Rural;SV;FORASTI
147394;FRASIN;Rural;SV;BROSTENI
148621;FRASIN;Urban;SV;FRASIN
148676;FRATAUTII NOI;Rural;SV;FRATAUTII NOI
148701;FRATAUTII VECHI;Rural;SV;FRATAUTII VECHI
149441;FRUMOASA;Rural;SV;MOARA
148738;FRUMOSU;Rural;SV;FRUMOSU
148774;FUNDU MOLDOVEI;Rural;SV;FUNDU MOLDOVEI
150276;GAINESTI;Rural;SV;SLATINA
148881;GALANESTI;Rural;SV;GALANESTI
146959;GARA;Rural;SV;MILISAUTI
148417;GARA LEU;Rural;SV;DRAGUSENI
150374;GEMENEA;Rural;SV;STULPICANI
148168;GHEORGHITENI;Rural;SV;DORNA-ARINI
147107;GIULESTI;Rural;SV;BOROAIA
151175;GIURGESTI;Rural;SV;VULTURESTI
149735;GLODU;Rural;SV;PANACI
148925;GRAMESTI;Rural;SV;GRAMESTI
148989;GRANICESTI;Rural;SV;GRANICESTI
150249;GRIGORESTI;Rural;SV;SIMINICEA
149450;GROAPA VLADICHII;Rural;SV;MOARA
147018;GROPENI;Rural;SV;BALCAUTI
148033;GULIA;Rural;SV;DOLHASCA
150463;GURA HAITII;Rural;SV;SARU DORNEI
146593;GURA HUMORULUI;Urban;SV;ORAS GURA HUMORULUI
150061;GURA PUTNEI;Rural;SV;PUTNA
149003;GURA SOLCII;Rural;SV;GRANICESTI
147401;HALEASA;Urban;SV;BROSTENI
151068;HANCEA;Rural;SV;VERESTI
146851;HANTESTI;Rural;SV;HANTESTI
150016;HARTOP;Rural;SV;PREUTESTI
150285;HERLA;Rural;SV;SLATINA
147410;HOLDA;Rural;SV;BROSTENI
147429;HOLDITA;Rural;SV;BROSTENI
149110;HORODNIC DE JOS;Rural;SV;HORODNIC
149129;HORODNIC DE SUS;Rural;SV;HORODNIC DE SUS
149058;HORODNICENI;Rural;SV;HORODNICENI
151184;HREATCA;Rural;SV;VULTURESTI
147198;HUMORENI;Rural;SV;COMANESTI
148890;HURJUIENI;Rural;SV;GALANESTI
150025;HUSI;Rural;SV;PREUTESTI
149147;IACOBENI;Rural;SV;IACOBENI
149012;IACOBESTI;Rural;SV;GRANICESTI
146968;IASLOVAT;Rural;SV;IASLOVAT
148319;IAZ;Rural;SV;DORNESTI
147740;IEDU;Rural;SV;CARLIBABA
149334;IESLE;Rural;SV;MALINI
147679;ILISESTI;Rural;SV;CIPRIAN PORUMBESCU
150837;IONEASA;Rural;SV;VADU MOLDOVEI
146290;IPOTESTI;Rural;SV;IPOTESTI
149192;IZVOARELE SUCEVEI;Rural;SV;IZVOARELE SUCEVEI
151193;JACOTA;Rural;SV;VULTURESTI
150150;JAHALIA;Rural;SV;RASCA
150098;LAMASENI;Rural;SV;RADASENI
150034;LEUCUSESTI;Rural;SV;PREUTESTI
146352;LIPOVENI;Rural;SV;MITOCU DRAGOMIRNEI
146307;LISAURA;Rural;SV;IPOTESTI
149236;LITENI;Rural;SV;LITENI
149469;LITENI;Rural;SV;MOARA
148373;LUCACESTI;Rural;SV;DRAGOIESTI
146977;LUNCA;Rural;SV;MILISAUTI
151308;LUNCA;Rural;SV;ZAMOSTEA
150613;LUNCUSOARA;Rural;SV;UDESTI
147438;LUNGENI;Urban;SV;BROSTENI
150739;LUPCINA;Rural;SV;ULMA
150748;MAGURA;Rural;SV;ULMA
147553;MAIDAN;Rural;SV;CACICA
149325;MALINI;Rural;SV;MALINI
146673;MANASTIOARA;Urban;SV;ORAS SIRET
150622;MANASTIOARA;Rural;SV;UDESTI
149389;MANASTIREA HUMORULUI;Rural;SV;MANASTIREA HUMORULUI
148710;MANEUTI;Rural;SV;FRATAUTII VECHI
148550;MANOLEA;Rural;SV;FORASTI
149307;MARGINEA;Rural;SV;MARGINEA
147946;MARITEI;Rural;SV;DARMANESTI
147991;MARITEIA MICA;Rural;SV;DARMANESTI
148337;MAZANESTI;Rural;SV;DRAGOIESTI
146398;MERENI;Urban;SV;SALCEA
151200;MERESTI;Rural;SV;VULTURESTI
149174;MESTECANIS;Rural;SV;IACOBENI
150846;MESTECENI;Rural;SV;VADU MOLDOVEI
149085;MIHAIESTI;Rural;SV;HORODNICENI
146469;MIHOVENI;Rural;SV;SCHEIA
146986;MILISAUTI;Urban;SV;MILISAUTI
150926;MIRONU;Rural;SV;VALEA MOLDOVEI
146361;MITOCASI;Rural;SV;MITOCU DRAGOMIRNEI
146334;MITOCU DRAGOMIRNEI;Rural;SV;MITOCU DRAGOMIRNEI
149478;MOARA CARP;Rural;SV;MOARA
149423;MOARA NICA;Rural;SV;MOARA
147116;MOISA;Rural;SV;BOROAIA
149511;MOLDOVA-SULITA;Rural;SV;MOLDOVA-SULITA
149548;MOLDOVITA;Rural;SV;MOLDOVITA
150953;MOLID;Rural;SV;VAMA
150855;MOVILENI;Rural;SV;VADU MOLDOVEI
149628;MUSENITA;Rural;SV;MUSENITA
147447;NEAGRA;Urban;SV;BROSTENI
150454;NEAGRA SARULUI;Rural;SV;SARU DORNEI
147027;NEGOSTINA;Rural;SV;BALCAUTI
150383;NEGRILEASA;Rural;SV;STULPICANI
151317;NICANI;Rural;SV;ZAMOSTEA
150864;NIGOTESTI;Rural;SV;VADU MOLDOVEI
150757;NISIPITU;Rural;SV;ULMA
147312;NOROCU;Rural;SV;BRODINA
148845;OBCINA;Rural;SV;FUNDU MOLDOVEI
148569;ONICENI;Rural;SV;FORASTI
148177;ORTOAIA;Rural;SV;DORNA-ARINI
151219;OSOI;Rural;SV;VULTURESTI
149664;OSTRA;Rural;SV;OSTRA
146682;PADURENI;Urban;SV;ORAS SIRET
147839;PAISENI;Rural;SV;CORNU LUNCII
147321;PALTIN;Rural;SV;BRODINA
149744;PALTINIS;Rural;SV;PANACI
149762;PALTINOASA;Rural;SV;PALTINOASA
151013;PALTINU;Rural;SV;VATRA MOLDOVITEI
149691;PANACI;Rural;SV;PANACI
149343;PARAIE;Rural;SV;MALINI
147232;PARAU NEGREI;Rural;SV;BREAZA
150551;PARHAUTI;Rural;SV;TODIRESTI
149799;PARTESTII DE JOS;Rural;SV;PARTESTII DE JOS
147535;PARTESTII DE SUS;Rural;SV;CACICA
149842;PATRAUTI;Rural;SV;PATRAUTI
147483;PETIA;Rural;SV;BUNESTI
147456;PIETROASA;Rural;SV;BROSTENI
149897;PILUGANI;Rural;SV;POIANA STAMPEI
148854;PLAI;Rural;SV;FUNDU MOLDOVEI
150472;PLAIU SARULUI;Rural;SV;SARU DORNEI
150631;PLAVALARI;Rural;SV;UDESTI
149398;PLESA;Rural;SV;MANASTIREA HUMORULUI
151166;PLESESTI;Rural;SV;VULTURESTI
146405;PLOPENI;Urban;SV;SALCEA
148658;PLUTONITA;Rural;SV;FRASIN
150105;POCOLENI;Rural;SV;RADASENI
147492;PODENI;Rural;SV;BUNESTI
148257;PODU COSNEI;Rural;SV;COSNA
148042;POIANA;Rural;SV;DOLHASCA
151380;POIANA;Rural;SV;ZVORISTEA
149352;POIANA MARULUI;Rural;SV;MALINI
149405;POIANA MICULUI;Rural;SV;MANASTIREA HUMORULUI
148248;POIANA NEGRII;Rural;SV;DORNA CANDRENILOR
149860;POIANA STAMPEI;Rural;SV;POIANA STAMPEI
148051;POIENARI;Rural;SV;DOLHASCA
146726;POIENI-SOLCA;Urban;SV;ORAS SOLCA
150640;POIENI-SUCEAVA;Rural;SV;UDESTI
149940;POJORATA;Rural;SV;POJORATA
149904;PRALENI;Rural;SV;POIANA STAMPEI
150873;PRAXIA;Rural;SV;FANTANA MARE
146414;PRELIPCA;Rural;SV;SALCEA
149977;PREUTESTI;Rural;SV;PREUTESTI
150962;PRISACA DORNEI;Rural;SV;VAMA
148060;PROBOTA;Rural;SV;DOLHASCA
150052;PUTNA;Rural;SV;PUTNA
150659;RACOVA;Rural;SV;UDESTI
150089;RADASENI;Rural;SV;RADASENI
146637;RADAUTI;Urban;SV;MUNICIPIUL RADAUTI
149575;RASCA;Rural;SV;MOLDOVITA
150123;RASCA;Rural;SV;RASCA
151326;RAUTENI;Rural;SV;ZAMOSTEA
150668;REUSENI;Rural;SV;UDESTI
149021;ROMANESTI;Rural;SV;GRANICESTI
148266;ROMANESTI;Rural;SV;COSNA
149254;ROSCANI;Rural;SV;LITENI
148578;ROSIORI;Rural;SV;FORASTI
146771;ROSU;Urban;SV;MUNICIPIUL VATRA DORNEI
149094;ROTOPANESTI;Rural;SV;HORODNICENI
149263;ROTUNDA;Rural;SV;LITENI
148952;RUDESTI;Rural;SV;GRAMESTI
147562;RUNCU;Rural;SV;CACICA
148186;RUSCA;Rural;SV;DORNA-ARINI
148587;RUSI;Rural;SV;FORASTI
150677;RUSII-MANASTIOARA;Rural;SV;UDESTI
147125;SACUTA;Rural;SV;BOROAIA
147330;SADAU;Rural;SV;BRODINA
150187;SADOVA;Rural;SV;SADOVA
148444;SALAGENI;Rural;SV;DUMBRAVENI
146389;SALCEA;Urban;SV;SALCEA
150560;SARGHIESTI;Rural;SV;TODIRESTI
150481;SARISOR;Rural;SV;SARU DORNEI
150490;SARISORU MARE;Rural;SV;SARU DORNEI
150506;SARU BUCOVINEI;Rural;SV;SARU DORNEI
150515;SARU DORNEI;Rural;SV;SARU DORNEI
147848;SASCA MARE;Rural;SV;CORNU LUNCII
147857;SASCA MICA;Rural;SV;CORNU LUNCII
147866;SASCA NOUA;Rural;SV;CORNU LUNCII
147928;SATU MARE;Rural;SV;CRUCEA
150203;SATU MARE;Rural;SV;SATU MARE
146441;SCHEIA;Rural;SV;SCHEIA
150686;SECURICENI;Rural;SV;UDESTI
151399;SERBANESTI;Rural;SV;ZVORISTEA
147624;SERBAUTI;Rural;SV;SERBAUTI
147508;SES;Rural;SV;BUNESTI
147759;SESURI;Rural;SV;CARLIBABA
146478;SFANTU ILIE;Rural;SV;SCHEIA
149272;SILISTEA;Rural;SV;LITENI
148079;SILISTEA NOUA;Rural;SV;DOLHASCA
150230;SIMINICEA;Rural;SV;SIMINICEA
147875;SINCA;Rural;SV;CORNU LUNCII
146664;SIRET;Urban;SV;ORAS SIRET
150267;SLATINA;Rural;SV;SLATINA
150169;SLATIOARA;Rural;SV;RASCA
150392;SLATIOARA;Rural;SV;STULPICANI
148499;SLOBOZIA;Rural;SV;FANTANELE
151406;SLOBOZIA;Rural;SV;ZVORISTEA
149030;SLOBOZIA SUCEVEI;Rural;SV;GRANICESTI
148863;SMIDA UNGURENILOR;Rural;SV;FUNDU MOLDOVEI
146717;SOLCA;Urban;SV;ORAS SOLCA
146557;SOLDANESTI;Urban;SV;MUNICIPIUL FALTICENI
150579;SOLONET;Rural;SV;TODIRESTI
147571;SOLONETU NOU;Rural;SV;CACICA
150882;SPATARESTI;Rural;SV;FANTANA MARE
148505;STAMATE;Rural;SV;FANTANELE
151415;STANCA;Rural;SV;ZVORISTEA
151424;STANCUTA;Rural;SV;ZVORISTEA
150695;STIRBAT;Rural;SV;UDESTI
150301;STRAJA;Rural;SV;STRAJA
150971;STRAMTURA;Rural;SV;VAMA
150329;STROIESTI;Rural;SV;STROIESTI
150365;STULPICANI;Rural;SV;STULPICANI
146272;SUCEAVA;Urban;SV;MUNICIPIUL SUCEAVA
150427;SUCEVITA;Rural;SV;SUCEVITA
148195;SUNATORI;Rural;SV;DORNA-ARINI
146566;TARNA MARE;Urban;SV;MUNICIPIUL FALTICENI
149673;TARNICIOARA;Rural;SV;OSTRA
149913;TATARU;Rural;SV;POIANA STAMPEI
151335;TAUTESTI;Rural;SV;ZAMOSTEA
149922;TESNA;Rural;SV;POIANA STAMPEI
148275;TESNA;Rural;SV;COSNA
147768;TIBAU;Rural;SV;CARLIBABA
150212;TIBENI;Rural;SV;SATU MARE
146316;TISAUTI;Rural;SV;IPOTESTI
146780;TODIRENI;Urban;SV;MUNICIPIUL VATRA DORNEI
150533;TODIRESTI;Rural;SV;TODIRESTI
148596;TOLESTI;Rural;SV;FORASTI
146487;TREI MOVILE;Rural;SV;SCHEIA
150597;UDESTI;Rural;SV;UDESTI
148603;UIDESTI;Rural;SV;FORASTI
150711;ULMA;Rural;SV;ULMA
147517;UNCESTI;Rural;SV;BUNESTI
150775;VADU MOLDOVEI;Rural;SV;VADU MOLDOVEI
150409;VADU NEGRILESEI;Rural;SV;STULPICANI
150338;VALCELELE;Rural;SV;STROIESTI
148284;VALEA BANCULUI;Rural;SV;COSNA
148122;VALEA BOUREI;Rural;SV;DOLHESTI
151228;VALEA GLODULUI;Rural;SV;VULTURESTI
150908;VALEA MOLDOVEI;Rural;SV;VALEA MOLDOVEI
148088;VALEA POIENEI;Rural;SV;DOLHASCA
149959;VALEA PUTNEI;Rural;SV;POJORATA
147777;VALEA STANEI;Rural;SV;CARLIBABA
149361;VALENI-STANISOARA;Rural;SV;MALINI
150944;VAMA;Rural;SV;VAMA
146423;VARATEC;Urban;SV;SALCEA
149824;VARFU DEALULUI;Rural;SV;PARTESTII DE JOS
149815;VARVATA;Rural;SV;PARTESTII DE JOS
149637;VASCAUTI;Rural;SV;MUSENITA
146753;VATRA DORNEI;Urban;SV;MUNICIPIUL VATRA DORNEI
150999;VATRA MOLDOVITEI;Rural;SV;VATRA MOLDOVITEI
148961;VERBIA;Rural;SV;GRAMESTI
149281;VERCICANI;Rural;SV;LITENI
151031;VERESTI;Rural;SV;VERESTI
151086;VICOVU DE JOS;Rural;SV;VICOVU DE JOS
151102;VICOVU DE SUS;Urban;SV;VICOVU DE SUS
149646;VICSANI;Rural;SV;MUSENITA
150436;VOIEVODEASA;Rural;SV;SUCEVITA
148907;VOITINEL;Rural;SV;GALANESTI
151139;VOLOVAT;Rural;SV;VOLOVAT
149487;VORNICENII MARI;Rural;SV;MOARA
149496;VORNICENII MICI;Rural;SV;MOARA
146600;VORONET;Urban;SV;ORAS GURA HUMORULUI
151237;VULTURESTI;Rural;SV;VULTURESTI
150347;ZAHARESTI;Rural;SV;STROIESTI
147349;ZALOMESTRA;Rural;SV;BRODINA
151255;ZAMOSTEA;Rural;SV;ZAMOSTEA
151353;ZVORISTEA;Rural;SV;ZVORISTEA
161507;AGIGHIOL;Rural;TL;VALEA NUCARILOR
160582;ALBA;Rural;TL;IZVOARELE
160341;ARDEALU;Rural;TL;DOROBANTU
160243;ATMAGEA;Rural;TL;CIUCUROVA
159669;BABADAG;Urban;TL;ORAS BABADAG
159794;BAIA;Rural;TL;BAIA
160494;BALABANCEA;Rural;TL;HAMCEARCA
160742;BALTENII DE JOS;Rural;TL;MAHMUDIA
160751;BALTENII DE SUS;Rural;TL;MAHMUDIA
159856;BEIDAUD;Rural;TL;BEIDAUD
160760;BESTEPE;Rural;TL;MAHMUDIA
159892;C.A. ROSETTI;Rural;TL;C.A. ROSETTI
161400;CALFA;Rural;TL;TOPOLOG
159801;CAMENA;Rural;TL;BAIA
160500;CAPRIOARA;Rural;TL;HAMCEARCA
160289;CARAORMAN;Rural;TL;CRISAN
159954;CARCALIU;Rural;TL;CARCALIU
159909;CARDON;Rural;TL;C.A. ROSETTI
160350;CARJELARI;Rural;TL;DOROBANTU
159972;CASIMCEA;Rural;TL;CASIMCEA
160190;CASLITA;Rural;TL;CHILIA VECHE
160403;CATALOI;Rural;TL;FRECATEI
159810;CAUGAGIA;Rural;TL;BAIA
160109;CEAMURLIA DE JOS;Rural;TL;CEAMURLIA DE JOS
159829;CEAMURLIA DE SUS;Rural;TL;BAIA
160056;CEATALCHIOI;Rural;TL;CEATALCHIOI
161419;CERBU;Rural;TL;TOPOLOG
160136;CERNA;Rural;TL;CERNA
160181;CHILIA VECHE;Rural;TL;CHILIA VECHE
159981;CISMEAUA NOUA;Rural;TL;CASIMCEA
160234;CIUCUROVA;Rural;TL;CIUCUROVA
160546;CLOSCA;Rural;TL;HORIA
160939;COLINA;Rural;TL;MURIGHIOL
159990;CORUGEA;Rural;TL;CASIMCEA
160270;CRISAN;Rural;TL;CRISAN
160314;DAENI;Rural;TL;DAENI
160332;DOROBANTU;Rural;TL;DOROBANTU
160948;DUNAVATU DE JOS;Rural;TL;MURIGHIOL
160957;DUNAVATU DE SUS;Rural;TL;MURIGHIOL
161197;ENISALA;Rural;TL;SARICHIOI
161428;FAGARASU NOU;Rural;TL;TOPOLOG
160252;FANTANA MARE;Rural;TL;CIUCUROVA
160369;FANTANA OILOR;Rural;TL;DOROBANTU
160555;FLORESTI;Rural;TL;HORIA
160396;FRECATEI;Rural;TL;FRECATEI
160635;GARVAN;Rural;TL;JIJILA
160145;GENERAL PRAPORGESCU;Rural;TL;CERNA
160804;GORGOVA;Rural;TL;MALIUC
160449;GRECI;Rural;TL;GRECI
160467;GRINDU;Rural;TL;GRINDU
160001;HAIDAR;Rural;TL;CASIMCEA
160485;HAMCEARCA;Rural;TL;HAMCEARCA
160537;HORIA;Rural;TL;HORIA
161534;I.C.BRATIANU;Rural;TL;I.C.BRATIANU
161516;IAZURILE;Rural;TL;VALEA NUCARILOR
161071;ILGANII DE JOS;Rural;TL;NUFARU
160797;ILGANII DE SUS;Rural;TL;MALIUC
159696;ISACCEA;Urban;TL;ORAS ISACCEA
160591;IULIA;Rural;TL;IZVOARELE
160573;IZVOARELE;Rural;TL;IZVOARELE
160626;JIJILA;Rural;TL;JIJILA
160653;JURILOVCA;Rural;TL;JURILOVCA
160895;LASTUNI;Rural;TL;MIHAIL KOGALNICEANU
159918;LETEA;Rural;TL;C.A. ROSETTI
161437;LUMINITA;Rural;TL;TOPOLOG
160118;LUNCA;Rural;TL;CEAMURLIA DE JOS
160699;LUNCAVITA;Rural;TL;LUNCAVITA
159749;MACIN;Urban;TL;ORAS MACIN
161446;MAGURELE;Rural;TL;TOPOLOG
160733;MAHMUDIA;Rural;TL;MAHMUDIA
161080;MALCOCI;Rural;TL;NUFARU
160788;MALIUC;Rural;TL;MALIUC
160378;MESTERU;Rural;TL;DOROBANTU
160840;MIHAI BRAVU;Rural;TL;MIHAI BRAVU
160886;MIHAIL KOGALNICEANU;Rural;TL;MIHAIL KOGALNICEANU
160298;MILA 23;Rural;TL;CRISAN
161366;MINA ALTAN TEPE;Rural;TL;STEJARU
161320;MINERI;Rural;TL;SOMOVA
160154;MIRCEA VODA;Rural;TL;CERNA
160920;MURIGHIOL;Rural;TL;MURIGHIOL
161008;NALBANT;Rural;TL;NALBANT
159865;NEATARNAREA;Rural;TL;BEIDAUD
161017;NICOLAE BALCESCU;Rural;TL;NALBANT
161044;NICULITEL;Rural;TL;NICULITEL
160519;NIFON;Rural;TL;HAMCEARCA
161062;NUFARU;Rural;TL;NUFARU
161115;OSTROV;Rural;TL;OSTROV
160207;OSTROVU TATARU;Rural;TL;CHILIA VECHE
159838;PANDURU;Rural;TL;BAIA
161339;PARCHES;Rural;TL;SOMOVA
161142;PARDINA;Rural;TL;PARDINA
160813;PARTIZANI;Rural;TL;MALIUC
160065;PATLAGEANCA;Rural;TL;CEATALCHIOI
161160;PECENEAGA;Rural;TL;PECENEAGA
159927;PERIPRAVA;Rural;TL;C.A. ROSETTI
161124;PIATRA;Rural;TL;OSTROV
160074;PLAURU;Rural;TL;CEATALCHIOI
160966;PLOPUL;Rural;TL;MURIGHIOL
160412;POSTA;Rural;TL;FRECATEI
160706;RACHELU;Rural;TL;LUNCAVITA
160010;RAHMAN;Rural;TL;CASIMCEA
160902;RANDUNICA;Rural;TL;MIHAIL KOGALNICEANU
160029;RAZBOIENI;Rural;TL;CASIMCEA
159712;REVARSAREA;Urban;TL;ORAS ISACCEA
161204;SABANGIA;Rural;TL;SARICHIOI
160083;SALCENI;Rural;TL;CEATALCHIOI
160671;SALCIOARA;Rural;TL;JURILOVCA
161455;SAMBATA NOUA;Rural;TL;TOPOLOG
161188;SARICHIOI;Rural;TL;SARICHIOI
159874;SARIGHIOL DE DEAL;Rural;TL;BEIDAUD
160975;SARINASUF;Rural;TL;MURIGHIOL
160859;SATU NOU;Rural;TL;MIHAI BRAVU
161240;SFANTU GHEORGHE;Rural;TL;SFANTU GHEORGHE
159936;SFISTOFCA;Rural;TL;C.A. ROSETTI
161268;SLAVA CERCHEZA;Rural;TL;SLAVA CERCHEZA
161277;SLAVA RUSA;Rural;TL;SLAVA CERCHEZA
161295;SMARDAN;Rural;TL;SMARDAN
161311;SOMOVA;Rural;TL;SOMOVA
160038;STANCA;Rural;TL;CASIMCEA
161357;STEJARU;Rural;TL;STEJARU
159776;SULINA;Urban;TL;ORAS SULINA
160216;TATANIR;Rural;TL;CHILIA VECHE
160421;TELITA;Rural;TL;FRECATEI
159703;TICHILESTI;Urban;TL;ORAS ISACCEA
161393;TOPOLOG;Rural;TL;TOPOLOG
160163;TRAIAN;Rural;TL;CERNA
161026;TRESTENIC;Rural;TL;NALBANT
159632;TUDOR VLADIMIRESCU;Urban;TL;MUNICIPIUL TULCEA
159623;TULCEA;Urban;TL;MUNICIPIUL TULCEA
161473;TURCOAIA;Rural;TL;TURCOAIA
160868;TURDA;Rural;TL;MIHAI BRAVU
160984;UZLINA;Rural;TL;MURIGHIOL
160715;VACARENI;Rural;TL;VACARENI
161491;VALEA NUCARILOR;Rural;TL;VALEA NUCARILOR
160608;VALEA TEILOR;Rural;TL;IZVOARELE
161375;VASILE ALECSANDRI;Rural;TL;STEJARU
161099;VICTORIA;Rural;TL;NUFARU
160662;VISINA;Rural;TL;JURILOVCA
161213;VISTERNA;Rural;TL;SARICHIOI
160822;VULTURU;Rural;TL;MALIUC
161222;ZEBIL;Rural;TL;SARICHIOI
157852;ALBINA;Rural;TM;MOSNITA NOUA
157709;ALIOS;Rural;TM;MASLOC
156053;ALTRINGEN;Rural;TM;BOGDA
155813;BABSA;Rural;TM;BELINT
155430;BACOVA;Urban;TM;ORAS BUZIAS
155555;BALINT;Rural;TM;BALINT
158911;BALOSESTI;Rural;TM;TOMESTI
155608;BANLOC;Rural;TM;BANLOC
155671;BARA;Rural;TM;BARA
158546;BARATEAZ;Rural;TM;SATCHINEZ
155966;BARNA;Rural;TM;BARNA
156829;BATESTI;Urban;TM;ORAS FAGET
158332;BAZOS;Rural;TM;RECAS
158412;BAZOSU NOU;Rural;TM;REMETEA MARE
155733;BEBA VECHE;Rural;TM;BEBA VECHE
155779;BECICHERECU MIC;Rural;TM;BECICHERECU MIC
156838;BEGHEIU MIC;Urban;TM;ORAS FAGET
155804;BELINT;Rural;TM;BELINT
158207;BENCECU DE JOS;Rural;TM;PISCHIA
158216;BENCECU DE SUS;Rural;TM;PISCHIA
157102;BERECUTA;Rural;TM;GATAIA
158582;BEREGSAU MARE;Rural;TM;SACALAZ
158591;BEREGSAU MIC;Rural;TM;SACALAZ
158467;BERINI;Rural;TM;SACOSU TURCESC
155859;BETHAUSEN;Rural;TM;BETHAUSEN
156847;BICHIGI;Urban;TM;ORAS FAGET
155920;BILED;Rural;TM;BILED
157111;BIRDA;Rural;TM;GATAIA
157941;BLAJOVA;Rural;TM;NITCHIDORF
156295;BOBDA;Rural;TM;CENEI
155564;BODO;Rural;TM;BALINT
156044;BOGDA;Rural;TM;BOGDA
156115;BOLDUR;Rural;TM;BOLDUR
155975;BOTESTI;Rural;TM;BARNA
155984;BOTINESTI;Rural;TM;BARNA
156856;BRANESTI;Urban;TM;ORAS FAGET
157601;BREAZOVA;Rural;TM;MARGINA
156687;BRESTEA;Rural;TM;DENTA
156160;BRESTOVAT;Rural;TM;BRESTOVAT
158421;BUCOVAT;Rural;TM;REMETEA MARE
156785;BUCOVAT;Rural;TM;DUMBRAVA
157479;BULGARUS;Rural;TM;LENAUHEIM
157610;BULZA;Rural;TM;MARGINA
156865;BUNEA MARE;Urban;TM;ORAS FAGET
156874;BUNEA MICA;Urban;TM;ORAS FAGET
157120;BUTIN;Rural;TM;GATAIA
156062;BUZAD;Rural;TM;BOGDA
155412;BUZIAS;Urban;TM;ORAS BUZIAS
159053;CADAR;Rural;TM;TORMAC
158038;CALACEA;Rural;TM;ORTISOARA
158261;CAPAT;Rural;TM;RACOVITA
158671;CARANI;Rural;TM;SANANDREI
156222;CARPINIS;Rural;TM;CARPINIS
156375;CEBZA;Rural;TM;CIACOVA
156268;CENAD;Rural;TM;CENAD
156286;CENEI;Rural;TM;CENEI
157512;CERNA;Rural;TM;LIEBLING
157264;CERNETEAZ;Rural;TM;GIARMATA
156071;CHARLOTENBURG;Rural;TM;BOGDA
156302;CHECEA;Rural;TM;CENEI
158626;CHECHES;Rural;TM;SECAS
156730;CHEGLEVICI;Rural;TM;DUDESTII VECHI
155742;CHERESTUR;Rural;TM;BEBA VECHE
156320;CHEVERESU MARE;Rural;TM;CHEVERESU MARE
155332;CHISODA;Rural;TM;GIROC
155822;CHIZATAU;Rural;TM;BELINT
156366;CIACOVA;Urban;TM;CIACOVA
156552;CIRESU;Rural;TM;CRICIOVA
156561;CIRESU MIC;Rural;TM;CRICIOVA
155868;CLADOVA;Rural;TM;BETHAUSEN
155877;CLICIOVA;Rural;TM;BETHAUSEN
157380;CLOPODIA;Rural;TM;JAMU MARE
156749;COLONIA BULGARA;Rural;TM;DUDESTII VECHI
158920;COLONIA FABRICII;Rural;TM;TOMESTI
156883;COLONIA MICA;Urban;TM;ORAS FAGET
156080;COMEAT;Rural;TM;BOGDA
156446;COMLOSU MARE;Rural;TM;COMLOSU MARE
156455;COMLOSU MIC;Rural;TM;COMLOSU MARE
158047;CORNESTI;Rural;TM;ORTISOARA
