Cod SIRUTA;Numele localitatii;Mediu;Cod judet;Numele localitatii superioare
8470;BORDESTII POIENI;Rural;AB;VIDRA
1482;BORLESTI;Urban;AB;ORAS CAMPENI
6645;BOTANI;Rural;AB;RAMET
1491;BOTESTI;Urban;AB;ORAS CAMPENI
1954;BOTESTI;Urban;AB;ORAS ZLATNA
7222;BOTESTI;Rural;AB;SCARISOARA
4286;BOZ;Rural;AB;DOSTAT
7491;BRADEANA;Rural;AB;SOHODOL
6654;BRADESTI;Rural;AB;RAMET
2336;BRADET;Rural;AB;ALMASU MARE
2933;BRAZESTI;Urban;AB;ORAS BAIA DE ARIES
2416;BUBESTI;Rural;AB;ARIESENI
4204;BUCERDEA GRANOASA;Rural;AB;CRACIUNELU DE JOS
4945;BUCERDEA VINOASA;Rural;AB;IGHIU
3468;BUCIUM;Rural;AB;BUCIUM
3495;BUCIUM-SAT;Rural;AB;BUCIUM
1721;BUCURU;Urban;AB;ORAS CUGIR
2167;BUDAIESTI;Rural;AB;ALBAC
1963;BUDENI;Urban;AB;ORAS ZLATNA
3878;BULBUC;Rural;AB;CERU-BACAINTI
4053;BUNINGINEA;Rural;AB;CIURULEASA
6805;BUNTA;Rural;AB;ROSIA MONTANA
8256;BURZESTI;Rural;AB;VADU MOTILOR
7507;BURZONESTI;Rural;AB;SOHODOL
4794;BUTESTI;Rural;AB;HOREA
5906;BUTESTI;Rural;AB;MOGOS
1730;CALENE;Urban;AB;ORAS CUGIR
4115;CALNIC;Rural;AB;CALNIC
2639;CALUGARESTI;Rural;AB;AVRAM IANCU
1464;CAMPENI;Urban;AB;ORAS CAMPENI
8853;CAMPU GOBLII;Rural;AB;VINTU DE JOS
7115;CAPALNA;Rural;AB;SASCIORI
5130;CAPALNA DE JOS;Rural;AB;JIDVEI
6066;CAPTALAN;Rural;AB;NOSLAC
3789;CAPU DEALULUI;Rural;AB;CENADE
8121;CAPUD;Urban;AB;ORAS TEIUS
2666;CARASTI;Rural;AB;AVRAM IANCU
7963;CARPEN;Rural;AB;SPRING
7972;CARPENII DE SUS;Rural;AB;SPRING
4507;CARPINIS;Rural;AB;GARBOVA
6814;CARPINIS;Rural;AB;ROSIA MONTANA
2675;CARTULESTI;Rural;AB;AVRAM IANCU
2425;CASA DE PIATRA;Rural;AB;ARIESENI
2648;CASOAIA;Rural;AB;AVRAM IANCU
3770;CENADE;Rural;AB;CENADE
3501;CERBU;Rural;AB;BUCIUM
3814;CERGAU MARE;Rural;AB;CERGAU
3823;CERGAU MIC;Rural;AB;CERGAU
1507;CERTEGE;Urban;AB;ORAS CAMPENI
3850;CERU-BACAINTI;Rural;AB;CERU-BACAINTI
3967;CETATEA DE BALTA;Rural;AB;CETATEA DE BALTA
4393;CETEA;Rural;AB;GALDA DE JOS
6663;CHEIA;Rural;AB;RAMET
2345;CHEILE CIBULUI;Rural;AB;ALMASU MARE
3093;CHELETENI;Rural;AB;BISTRA
2354;CIB;Rural;AB;ALMASU MARE
5265;CICARD;Rural;AB;LOPADEA NOUA
5773;CICAU;Rural;AB;MIRASLAU
2657;CINDESTI;Rural;AB;AVRAM IANCU
2942;CIOARA DE SUS;Urban;AB;ORAS BAIA DE ARIES
8844;CIOCASU;Rural;AB;VINTU DE JOS
2176;CIONESTI;Rural;AB;ALBAC
5728;CISTEI;Rural;AB;MIHALT
1838;CISTEIU DE MURES;Urban;AB;ORAS OCNA MURES
3510;CIUCULESTI;Rural;AB;BUCIUM
1080;CIUGUD;Rural;AB;CIUGUD
8176;CIUGUDU DE JOS;Rural;AB;UNIREA
8185;CIUGUDU DE SUS;Rural;AB;UNIREA
5274;CIUGUZEL;Rural;AB;LOPADEA NOUA
3100;CIULDESTI;Rural;AB;BISTRA
1277;CIUMBRUD;Urban;AB;MUNICIPIUL AIUD
4017;CIURULEASA;Rural;AB;CIURULEASA
6823;COASTA HENTII;Rural;AB;ROSIA MONTANA
1516;COASTA VASCULUI;Urban;AB;ORAS CAMPENI
2434;COBLES;Rural;AB;ARIESENI
2684;COCESTI;Rural;AB;AVRAM IANCU
2693;COCOSESTI;Rural;AB;AVRAM IANCU
5915;COJOCANI;Rural;AB;MOGOS
3529;COLESENI;Rural;AB;BUCIUM
6182;COLIBI;Rural;AB;OHABA
6618;COLTESTI;Rural;AB;RAMETEA
6075;COPAND;Rural;AB;NOSLAC
6832;CORNA;Rural;AB;ROSIA MONTANA
4213;CORNU;Rural;AB;CRACIUNELU DE JOS
2700;COROIESTI;Rural;AB;AVRAM IANCU
6486;CORTESTI;Rural;AB;POSAGA
7400;COSLARIU;Rural;AB;SANTIMBRU
8130;COSLARIU NOU;Urban;AB;ORAS TEIUS
2185;COSTESTI;Rural;AB;ALBAC
6299;COSTESTI;Rural;AB;POIANA VADULUI
6672;COTORASTI;Rural;AB;RAMET
4197;CRACIUNELU DE JOS;Rural;AB;CRACIUNELU DE JOS
3976;CRACIUNELU DE SUS;Rural;AB;CETATEA DE BALTA
4160;CRAIVA;Rural;AB;CRICAU
3119;CRETESTI;Rural;AB;BISTRA
4151;CRICAU;Rural;AB;CRICAU
8862;CRISENI;Rural;AB;VINTU DE JOS
5924;CRISTESTI;Rural;AB;MOGOS
3887;CUCUTA;Rural;AB;CERU-BACAINTI
1703;CUGIR;Urban;AB;ORAS CUGIR
8489;CULDESTI;Rural;AB;VIDRA
7981;CUNTA;Rural;AB;SPRING
6841;CURATURI;Rural;AB;ROSIA MONTANA
5372;CURMATURA;Rural;AB;LUPSA
3896;CURPENI;Rural;AB;CERU-BACAINTI
4124;CUT;Rural;AB;CALNIC
4259;DAIA ROMANA;Rural;AB;DAIA ROMANA
3137;DAMBURENI;Rural;AB;BISTRA
1525;DANDUT;Urban;AB;ORAS CAMPENI
4801;DARLESTI;Rural;AB;HOREA
6850;DAROAIA;Rural;AB;ROSIA MONTANA
4133;DEAL;Rural;AB;CALNIC
2443;DEALU BAJULUI;Rural;AB;ARIESENI
1534;DEALU BISTRII;Urban;AB;ORAS CAMPENI
1543;DEALU CAPSEI;Urban;AB;ORAS CAMPENI
6994;DEALU CASELOR;Rural;AB;SALCIUA
2719;DEALU CRISULUI;Rural;AB;AVRAM IANCU
4295;DEALU DOSTATULUI;Rural;AB;DOSTAT
8871;DEALU FERULUI;Rural;AB;VINTU DE JOS
4552;DEALU FRUMOS;Rural;AB;GARDA DE SUS
8265;DEALU FRUMOS;Rural;AB;VADU MOTILOR
5005;DEALU GEOAGIULUI;Rural;AB;INTREGALDE
8498;DEALU GOIESTI;Rural;AB;VIDRA
2194;DEALU LAMASOI;Rural;AB;ALBAC
3128;DEALU MUNTELUI;Rural;AB;BISTRA
4561;DEALU ORDINCUSII;Rural;AB;GARDA DE SUS
1972;DEALU ROATEI;Urban;AB;ORAS ZLATNA
5782;DECEA;Rural;AB;MIRASLAU
1366;DELENI-OBIRSIE;Urban;AB;MUNICIPIUL BLAJ
7516;DEONCESTI;Rural;AB;SOHODOL
2201;DEVE;Rural;AB;ALBAC
7525;DILIMANI;Rural;AB;SOHODOL
8050;DOBRA;Rural;AB;SUGAG
4570;DOBRESTI;Rural;AB;GARDA DE SUS
1981;DOBROT;Urban;AB;ORAS ZLATNA
3538;DOGARESTI;Rural;AB;BUCIUM
2728;DOLESTI;Rural;AB;AVRAM IANCU
7909;DOPTAU;Rural;AB;SONA
8504;DOS;Rural;AB;VIDRA
4277;DOSTAT;Rural;AB;DOSTAT
8513;DOSU LUNCII;Rural;AB;VIDRA
8522;DOSU VASESTI;Rural;AB;VIDRA
8531;DRAGOIESTI-LUNCA;Rural;AB;VIDRA
1099;DRAMBAR;Rural;AB;CIUGUD
7990;DRASOV;Rural;AB;SPRING
1552;DRIC;Urban;AB;ORAS CAMPENI
6306;DUDUIENI;Rural;AB;POIANA VADULUI
2737;DUMACESTI;Rural;AB;AVRAM IANCU
1990;DUMBRAVA;Urban;AB;ORAS ZLATNA
1106;DUMBRAVA;Rural;AB;CIUGUD
7124;DUMBRAVA;Rural;AB;SASCIORI
8194;DUMBRAVA;Rural;AB;UNIREA
3903;DUMBRAVITA;Rural;AB;CERU-BACAINTI
7008;DUMESTI;Rural;AB;SALCIUA
7419;DUMITRA;Rural;AB;SANTIMBRU
5381;DUPA DEAL;Rural;AB;LUPSA
6413;DUPA DEAL;Rural;AB;PONOR
2210;DUPA PLESE;Rural;AB;ALBAC
3146;DURASTI;Rural;AB;BISTRA
8372;FAGET;Rural;AB;VALEA LUNGA
6315;FAGETU DE JOS;Rural;AB;POIANA VADULUI
6324;FAGETU DE SUS;Rural;AB;POIANA VADULUI
3912;FANTINELE;Rural;AB;CERU-BACAINTI
4311;FARAU;Rural;AB;FARAU
2229;FATA;Rural;AB;ALBAC
1561;FATA ABRUDULUI;Urban;AB;ORAS CAMPENI
2452;FATA CRISTESEI;Rural;AB;ARIESENI
2461;FATA LAPUSULUI;Rural;AB;ARIESENI
7785;FATA PIETRII;Rural;AB;STREMT
7231;FATA-LAZESTI;Rural;AB;SCARISOARA
5149;FEISA;Rural;AB;JIDVEI
2005;FENES;Urban;AB;ORAS ZLATNA
3547;FERESTI;Rural;AB;BUCIUM
4810;FERICET;Rural;AB;HOREA
1749;FETENI;Urban;AB;ORAS CUGIR
8540;FICARESTI;Rural;AB;VIDRA
1375;FLITESTI;Urban;AB;MUNICIPIUL BLAJ
1570;FLORESTI;Urban;AB;ORAS CAMPENI
3556;FLORESTI;Rural;AB;BUCIUM
6681;FLORESTI;Rural;AB;RAMET
7240;FLORESTI;Rural;AB;SCARISOARA
1589;FURDUIESTI;Urban;AB;ORAS CAMPENI
7534;FURDUIESTI;Rural;AB;SOHODOL
6084;GABUD;Rural;AB;NOSLAC
2014;GALATI;Urban;AB;ORAS ZLATNA
2470;GALBENA;Rural;AB;ARIESENI
4375;GALDA DE JOS;Rural;AB;GALDA DE JOS
4400;GALDA DE SUS;Rural;AB;GALDA DE JOS
7428;GALTIU;Rural;AB;SANTIMBRU
1240;GAMBAS;Urban;AB;MUNICIPIUL AIUD
3155;GANESTI;Rural;AB;BISTRA
4491;GARBOVA;Rural;AB;GARBOVA
1286;GARBOVA DE JOS;Urban;AB;MUNICIPIUL AIUD
1295;GARBOVA DE SUS;Urban;AB;MUNICIPIUL AIUD
1302;GARBOVITA;Urban;AB;MUNICIPIUL AIUD
4534;GARDA DE SUS;Rural;AB;GARDA DE SUS
4598;GARDA SEACA;Rural;AB;GARDA DE SUS
6869;GARDA-BARBULESTI;Rural;AB;ROSIA MONTANA
3164;GARDE;Rural;AB;BISTRA
5390;GEAMANA;Rural;AB;LUPSA
7794;GEOAGIU DE SUS;Rural;AB;STREMT
6422;GEOGEL;Rural;AB;PONOR
7801;GEOMAL;Rural;AB;STREMT
4062;GHEDULESTI;Rural;AB;CIURULEASA
4589;GHETARI;Rural;AB;GARDA DE SUS
5014;GHIONCANI;Rural;AB;INTREGALDE
3002;GHIRBOM;Rural;AB;BERGHIN
4829;GIURGIUT;Rural;AB;HOREA
8559;GLIGORESTI;Rural;AB;VIDRA
2363;GLOD;Rural;AB;ALMASU MARE
8381;GLOGOVET;Rural;AB;VALEA LUNGA
1758;GOASELE;Urban;AB;ORAS CUGIR
8568;GOIESTI;Rural;AB;VIDRA
2746;GOJEIESTI;Rural;AB;AVRAM IANCU
3798;GORGAN;Rural;AB;CENADE
3921;GROSI;Rural;AB;CERU-BACAINTI
5327;GURA ARIESULUI;Rural;AB;LUNCA MURESULUI
1188;GURA CORNEI;Urban;AB;ORAS ABRUD
8880;GURA CUTULUI;Rural;AB;VINTU DE JOS
3565;GURA IZBITEI;Rural;AB;BUCIUM
6878;GURA ROSIEI;Rural;AB;ROSIA MONTANA
7543;GURA SOHODOL;Rural;AB;SOHODOL
5407;HADARAU;Rural;AB;LUPSA
8577;HAIDUCESTI;Rural;AB;VIDRA
4605;HANASESTI;Rural;AB;GARDA DE SUS
6333;HANASESTI;Rural;AB;POIANA VADULUI
1115;HAPRIA;Rural;AB;CIUGUD
8586;HARASTI;Rural;AB;VIDRA
8899;HATEGANA;Rural;AB;VINTU DE JOS
2755;HELERESTI;Rural;AB;AVRAM IANCU
3574;HELESTI;Rural;AB;BUCIUM
3011;HENIG;Rural;AB;BERGHIN
4320;HERIA;Rural;AB;FARAU
7552;HOANCA;Rural;AB;SOHODOL
8595;HOANCA;Rural;AB;VIDRA
3173;HODISESTI;Rural;AB;BISTRA
2489;HODOBANA;Rural;AB;ARIESENI
5416;HOLOBANI;Rural;AB;LUPSA
4712;HOPARTA;Rural;AB;HOPARTA
4776;HOREA;Rural;AB;HOREA
3182;HUDRICESTI;Rural;AB;BISTRA
4614;HUZARESTI;Rural;AB;GARDA DE SUS
6887;IACOBESTI;Rural;AB;ROSIA MONTANA
3422;IBRU;Rural;AB;BLANDIANA
7366;ICLOD;Rural;AB;SANCEL
4954;IGHIEL;Rural;AB;IGHIU
4936;IGHIU;Rural;AB;IGHIU
6896;IGNATESTI;Rural;AB;ROSIA MONTANA
5023;ILIESTI;Rural;AB;INTREGALDE
2764;INCESTI;Rural;AB;AVRAM IANCU
6495;INCESTI;Rural;AB;POSAGA
8201;INOC;Rural;AB;UNIREA
4990;INTREGALDE;Rural;AB;INTREGALDE
8906;INURI;Rural;AB;VINTU DE JOS
5602;ISCA;Rural;AB;METES
5032;IVANIS;Rural;AB;INTREGALDE
3583;IZBICIOARA;Rural;AB;BUCIUM
3592;IZBITA;Rural;AB;BUCIUM
2498;IZLAZ;Rural;AB;ARIESENI
1384;IZVOARELE;Urban;AB;MUNICIPIUL BLAJ
4623;IZVOARELE;Rural;AB;GARDA DE SUS
5185;IZVOARELE;Rural;AB;LIVEZILE
2023;IZVORU AMPOIULUI;Urban;AB;ORAS ZLATNA
8602;JEFLESTI;Rural;AB;VIDRA
8069;JIDOSTINA;Rural;AB;SUGAG
5112;JIDVEI;Rural;AB;JIDVEI
2773;JOJEI;Rural;AB;AVRAM IANCU
7561;JOLDISESTI;Rural;AB;SOHODOL
3609;JURCUIESTI;Rural;AB;BUCIUM
1892;LANCRAM;Urban;AB;MUNICIPIUL SEBES
8915;LAZ;Rural;AB;VINTU DE JOS
7133;LAZ;Rural;AB;SASCIORI
7259;LAZESTI;Rural;AB;SCARISOARA
8274;LAZESTI;Rural;AB;VADU MOTILOR
5425;LAZURI;Rural;AB;LUPSA
7570;LAZURI;Rural;AB;SOHODOL
7589;LEHESTI;Rural;AB;SOHODOL
6565;LEORINT;Rural;AB;RADESTI
7268;LESPEZEA;Rural;AB;SCARISOARA
3191;LIPAIA;Rural;AB;BISTRA
5176;LIVEZILE;Rural;AB;LIVEZILE
8390;LODROMAN;Rural;AB;VALEA LUNGA
7142;LOMAN;Rural;AB;SASCIORI
5229;LOPADEA NOUA;Rural;AB;LOPADEA NOUA
5791;LOPADEA VECHE;Rural;AB;MIRASLAU
7598;LUMINESTI;Rural;AB;SOHODOL
5434;LUNCA;Rural;AB;LUPSA
8407;LUNCA;Rural;AB;VALEA LUNGA
6501;LUNCA;Rural;AB;POSAGA
8611;LUNCA;Rural;AB;VIDRA
5611;LUNCA AMPOITEI;Rural;AB;METES
8620;LUNCA BISERICII;Rural;AB;VIDRA
8639;LUNCA DE JOS;Rural;AB;VIDRA
8648;LUNCA GOIESTI;Rural;AB;VIDRA
3208;LUNCA LARGA;Rural;AB;BISTRA
6137;LUNCA LARGA;Rural;AB;OCOLIS
3217;LUNCA MERILOR;Rural;AB;BISTRA
5620;LUNCA METESULUI;Rural;AB;METES
5318;LUNCA MURESULUI;Rural;AB;LUNCA MURESULUI
7918;LUNCA TARNAVEI;Rural;AB;SONA
8657;LUNCA VESESTI;Rural;AB;VIDRA
6342;LUPAIESTI;Rural;AB;POIANA VADULUI
5345;LUPSA;Rural;AB;LUPSA
4419;LUPSENI;Rural;AB;GALDA DE JOS
3832;LUPU;Rural;AB;CERGAU
3618;LUPULESTI;Rural;AB;BUCIUM
6431;MACARESTI;Rural;AB;PONOR
6191;MAGHIERAT;Rural;AB;OHABA
1259;MAGINA;Urban;AB;MUNICIPIUL AIUD
3627;MAGURA;Rural;AB;BUCIUM
4428;MAGURA;Rural;AB;GALDA DE JOS
8210;MAHACENI;Rural;AB;UNIREA
5933;MAMALIGANI;Rural;AB;MOGOS
1428;MANARADE;Urban;AB;MUNICIPIUL BLAJ
5443;MANASTIRE;Rural;AB;LUPSA
4838;MANCESTI;Rural;AB;HOREA
5452;MARGAIA;Rural;AB;LUPSA
7062;MARGINENI;Rural;AB;SALISTEA
5041;MARINESTI;Rural;AB;INTREGALDE
2782;MARTESTI;Rural;AB;AVRAM IANCU
8078;MARTINIE;Rural;AB;SUGAG
8924;MATACINA;Rural;AB;VINTU DE JOS
7277;MATEI;Rural;AB;SCARISOARA
4071;MATISESTI;Rural;AB;CIURULEASA
4847;MATISESTI;Rural;AB;HOREA
7605;MEDRESTI;Rural;AB;SOHODOL
4339;MEDVES;Rural;AB;FARAU
8933;MERETEU;Rural;AB;VINTU DE JOS
6574;MESCREAC;Rural;AB;RADESTI
4437;MESENTEA;Rural;AB;GALDA DE JOS
5586;METES;Rural;AB;METES
1044;MICESTI;Urban;AB;MUNICIPIUL ALBA IULIA
1847;MICOSLACA;Urban;AB;ORAS OCNA MURES
3226;MIHAIESTI;Rural;AB;BISTRA
5719;MIHALT;Rural;AB;MIHALT
1598;MIHOESTI;Urban;AB;ORAS CAMPENI
5764;MIRASLAU;Rural;AB;MIRASLAU
5050;MODOLESTI;Rural;AB;INTREGALDE
8666;MODOLESTI;Rural;AB;VIDRA
5835;MOGOS;Rural;AB;MOGOS
4080;MORARESTI;Rural;AB;CIURULEASA
7614;MORARESTI;Rural;AB;SOHODOL
6351;MORCANESTI;Rural;AB;POIANA VADULUI
1605;MOTORASTI;Urban;AB;ORAS CAMPENI
1767;MUGESTI;Urban;AB;ORAS CUGIR
2951;MUNCELU;Urban;AB;ORAS BAIA DE ARIES
7623;MUNESTI;Rural;AB;SOHODOL
3636;MUNTARI;Rural;AB;BUCIUM
4632;MUNUNA;Rural;AB;GARDA DE SUS
5461;MUSCA;Rural;AB;LUPSA
2372;NADASTIA;Rural;AB;ALMASU MARE
3235;NAMAS;Rural;AB;BISTRA
7632;NAPAIESTI;Rural;AB;SOHODOL
5069;NECRILESTI;Rural;AB;INTREGALDE
8283;NECSESTI;Rural;AB;VADU MOTILOR
7286;NEGESTI;Rural;AB;SCARISOARA
5942;NEGRESTI;Rural;AB;MOGOS
7641;NELEGESTI;Rural;AB;SOHODOL
8675;NEMESI;Rural;AB;VIDRA
7650;NICORESTI;Rural;AB;SOHODOL
4856;NICULESTI;Rural;AB;HOREA
6057;NOSLAC;Rural;AB;NOSLAC
3244;NOVACESTI;Rural;AB;BISTRA
1053;OARDA;Urban;AB;MUNICIPIUL ALBA IULIA
5737;OBREJA;Rural;AB;MIHALT
1801;OCNA MURES;Urban;AB;ORAS OCNA MURES
5283;OCNISOARA;Rural;AB;LOPADEA NOUA
4641;OCOALE;Rural;AB;GARDA DE SUS
6128;OCOLIS;Rural;AB;OCOLIS
5292;ODVEREM;Rural;AB;LOPADEA NOUA
6173;OHABA;Rural;AB;OHABA
8684;OIDESTI;Rural;AB;VIDRA
4446;OIEJDEA;Rural;AB;GALDA DE JOS
6690;OLTENI;Rural;AB;RAMET
5951;ONCESTI;Rural;AB;MOGOS
6510;ORASTI;Rural;AB;POSAGA
2791;ORGESTI;Rural;AB;AVRAM IANCU
5808;ORMENIS;Rural;AB;MIRASLAU
1062;PACLISA;Urban;AB;MUNICIPIUL ALBA IULIA
4222;PADURE;Rural;AB;CRACIUNELU DE JOS
5639;PADUREA;Rural;AB;METES
1268;PAGIDA;Urban;AB;MUNICIPIUL AIUD
7375;PANADE;Rural;AB;SANCEL
4231;PANCA;Rural;AB;CRACIUNELU DE JOS
2504;PANTESTI;Rural;AB;ARIESENI
2050;PARAU GRUIULUI;Urban;AB;ORAS ZLATNA
8942;PARAU LUI MIHAI;Rural;AB;VINTU DE JOS
5489;PARAU-CARBUNARI;Rural;AB;LUPSA
6360;PASTESTI;Rural;AB;POIANA VADULUI
2513;PATRAHAITESTI;Rural;AB;ARIESENI
2032;PATRINGENI;Urban;AB;ORAS ZLATNA
4865;PATRUSESTI;Rural;AB;HOREA
2808;PATRUTESTI;Rural;AB;AVRAM IANCU
7669;PELES;Rural;AB;SOHODOL
3253;PERJESTI;Rural;AB;BISTRA
1614;PESTE VALEA BISTRII;Urban;AB;ORAS CAMPENI
8149;PETELCA;Urban;AB;ORAS TEIUS
6379;PETELEI;Rural;AB;POIANA VADULUI
4874;PETREASA;Rural;AB;HOREA
3645;PETRENI;Rural;AB;BUCIUM
1909;PETRESTI;Urban;AB;MUNICIPIUL SEBES
1393;PETRISAT;Urban;AB;MUNICIPIUL BLAJ
6235;PIANU DE JOS;Rural;AB;PIANU
6226;PIANU DE SUS;Rural;AB;PIANU
2041;PIRITA;Urban;AB;ORAS ZLATNA
8693;PITARCESTI;Rural;AB;VIDRA
5470;PITIGA;Rural;AB;LUPSA
2817;PLAI;Rural;AB;AVRAM IANCU
4650;PLAI;Rural;AB;GARDA DE SUS
6244;PLAIURI;Rural;AB;PIANU
8700;PLESCUTA;Rural;AB;VIDRA
2238;PLESESTI;Rural;AB;ALBAC
7151;PLESI;Rural;AB;SASCIORI
4669;PLISTI;Rural;AB;GARDA DE SUS
2069;PODU LUI PAUL;Urban;AB;ORAS ZLATNA
1623;PODURI;Urban;AB;ORAS CAMPENI
8292;PODURI-BRICESTI;Rural;AB;VADU MOTILOR
3262;POIANA;Rural;AB;BISTRA
3654;POIANA;Rural;AB;BUCIUM
7678;POIANA;Rural;AB;SOHODOL
5194;POIANA AIUDULUI;Rural;AB;LIVEZILE
5648;POIANA AMPOIULUI;Rural;AB;METES
4455;POIANA GALDEI;Rural;AB;GALDA DE JOS
5657;POIANA URSULUI;Rural;AB;METES
6280;POIANA VADULUI;Rural;AB;POIANA VADULUI
3431;POIENI;Rural;AB;BLANDIANA
8719;POIENI;Rural;AB;VIDRA
3663;POIENI;Rural;AB;BUCIUM
5960;POIENILE-MOGOS;Rural;AB;MOGOS
2522;POIENITA;Rural;AB;ARIESENI
8951;POIENITA;Rural;AB;VINTU DE JOS
3271;POIU;Rural;AB;BISTRA
6404;PONOR;Rural;AB;PONOR
8728;PONOREL;Rural;AB;VIDRA
5078;POPESTI;Rural;AB;INTREGALDE
8309;POPESTII DE JOS;Rural;AB;VADU MOTILOR
8318;POPESTII DE SUS;Rural;AB;VADU MOTILOR
6477;POSAGA DE JOS;Rural;AB;POSAGA
6529;POSAGA DE SUS;Rural;AB;POSAGA
5498;POSOGANI;Rural;AB;LUPSA
2247;POTIONCI;Rural;AB;ALBAC
4883;PRELUCA;Rural;AB;HOREA
7295;PRELUCA;Rural;AB;SCARISOARA
5666;PRESACA AMPOIULUI;Rural;AB;METES
8737;PUIULETESTI;Rural;AB;VIDRA
6253;PURCARETI;Rural;AB;PIANU
2826;PUSELESTI;Rural;AB;AVRAM IANCU
3440;RACATAU;Rural;AB;BLANDIANA
5817;RACHIS;Rural;AB;MIRASLAU
7160;RACHITA;Rural;AB;SASCIORI
6556;RADESTI;Rural;AB;RADESTI
1918;RAHAU;Urban;AB;MUNICIPIUL SEBES
4464;RAICANI;Rural;AB;GALDA DE JOS
6636;RAMET;Rural;AB;RAMET
6609;RAMETEA;Rural;AB;RAMETEA
3280;RATITIS;Rural;AB;BISTRA
2531;RAVICESTI;Rural;AB;ARIESENI
1856;RAZBOIENI-CETATE;Urban;AB;ORAS OCNA MURES
4516;RECIU;Rural;AB;GARBOVA
5675;REMETEA;Rural;AB;METES
7687;ROBESTI;Rural;AB;SOHODOL
2256;ROGOZ;Rural;AB;ALBAC
2265;ROSESTI;Rural;AB;ALBAC
6949;ROSIA DE SECAS;Rural;AB;ROSIA DE SECAS
6770;ROSIA MONTANA;Rural;AB;ROSIA MONTANA
2078;RUNC;Urban;AB;ORAS ZLATNA
6146;RUNC;Rural;AB;OCOLIS
8746;RUNC;Rural;AB;VIDRA
7302;RUNC;Rural;AB;SCARISOARA
3299;RUNCURI;Rural;AB;BISTRA
2274;RUSESTI;Rural;AB;ALBAC
2087;RUSI;Urban;AB;ORAS ZLATNA
6538;SAGAGEA;Rural;AB;POSAGA
3306;SALAGESTI;Rural;AB;BISTRA
6985;SALCIUA DE JOS;Rural;AB;SALCIUA
7017;SALCIUA DE SUS;Rural;AB;SALCIUA
7053;SALISTEA;Rural;AB;SALISTEA
7071;SALISTEA-DEAL;Rural;AB;SALISTEA
4348;SANBENEDIC;Rural;AB;FARAU
7357;SANCEL;Rural;AB;SANCEL
1311;SANCRAI;Urban;AB;MUNICIPIUL AIUD
7927;SANMICLAUS;Rural;AB;SONA
3985;SANTAMARIE;Rural;AB;CETATEA DE BALTA
7393;SANTIMBRU;Rural;AB;SANTIMBRU
7856;SARACSAU;Rural;AB;SIBOT
4963;SARD;Rural;AB;IGHIU
2960;SARTAS;Urban;AB;ORAS BAIA DE ARIES
5504;SASA;Rural;AB;LUPSA
7106;SASCIORI;Rural;AB;SASCIORI
7204;SCARISOARA;Rural;AB;SCARISOARA
4678;SCOARTA;Rural;AB;GARDA DE SUS
1883;SEBES;Urban;AB;MUNICIPIUL SEBES
7179;SEBESEL;Rural;AB;SASCIORI
7712;SEBISESTI;Rural;AB;SOHODOL
6208;SECASEL;Rural;AB;OHABA
8755;SEGAJ;Rural;AB;VIDRA
1124;SEUSA;Rural;AB;CIUGUD
5087;SFARCEA;Rural;AB;INTREGALDE
7311;SFOARTEA;Rural;AB;SCARISOARA
7829;SIBOT;Rural;AB;SIBOT
7696;SICOIESTI;Rural;AB;SOHODOL
4357;SILEA;Rural;AB;FARAU
4721;SILIVAS;Rural;AB;HOPARTA
7721;SIMOCESTI;Rural;AB;SOHODOL
2979;SIMULESTI;Urban;AB;ORAS BAIA DE ARIES
4696;SNIDE;Rural;AB;GARDA DE SUS
6903;SOAL;Rural;AB;ROSIA MONTANA
1197;SOHARU;Urban;AB;ORAS ABRUD
2283;SOHODOL;Rural;AB;ALBAC
7455;SOHODOL;Rural;AB;SOHODOL
2835;SOICESTI;Rural;AB;AVRAM IANCU
6583;SOIMUS;Rural;AB;RADESTI
7874;SONA;Rural;AB;SONA
1632;SORLITA;Urban;AB;ORAS CAMPENI
4730;SPALNACA;Rural;AB;HOPARTA
1437;SPATAC;Urban;AB;MUNICIPIUL BLAJ
7954;SPRING;Rural;AB;SPRING
3672;STALNISOARA;Rural;AB;BUCIUM
6093;STANA DE MURES;Rural;AB;NOSLAC
6388;STANESTI;Rural;AB;POIANA VADULUI
8960;STAUINI;Rural;AB;VINTU DE JOS
3315;STEFANCA;Rural;AB;BISTRA
2559;STEI-ARIESENI;Rural;AB;ARIESENI
2844;STERTESTI;Rural;AB;AVRAM IANCU
7320;STIULETI;Rural;AB;SCARISOARA
3020;STRAJA;Rural;AB;BERGHIN
7776;STREMT;Rural;AB;STREMT
6262;STRUNGARI;Rural;AB;PIANU
2540;STURU;Rural;AB;ARIESENI
7026;SUB PIATRA;Rural;AB;SALCIUA
4687;SUCESTI;Rural;AB;GARDA DE SUS
8023;SUGAG;Rural;AB;SUGAG
7703;SURDESTI;Rural;AB;SOHODOL
2096;SUSENI;Urban;AB;ORAS ZLATNA
2292;TAMBORESTI;Rural;AB;ALBAC
3351;TARANESTI;Rural;AB;BISTRA
6912;TARINA;Rural;AB;ROSIA MONTANA
2853;TARSA;Rural;AB;AVRAM IANCU
2862;TARSA-PLAI;Rural;AB;AVRAM IANCU
7080;TARTARIA;Rural;AB;SALISTEA
3994;TATARLAUA;Rural;AB;CETATEA DE BALTA
6958;TAU;Rural;AB;ROSIA DE SECAS
